label,country_id,pid,city_id,fold
3,QCD,xolkje7pcm,4VAXW,1
1,QCD,ckwzveg5t5,4VAXW,1
0,QCD,9mab43anwt,4VAXW,1
3,QCD,wbufvtx4bi,4VAXW,1
4,QCD,9yunptnwtn,4VAXW,1
5,QCD,5zbapqbd7n,4VAXW,1
5,QCD,jnaevt7lmu,4VAXW,1
5,QCD,zpaqwr2sak,4VAXW,1
4,QCD,yyydqfupo9,4VAXW,1
0,QCD,ftrbgwuija,4VAXW,1
5,QCD,skjhmi6hwd,4VAXW,1
1,QCD,wggbzjk5cy,4VAXW,1
1,QCD,vtsqarbige,4VAXW,1
1,QCD,bd4diglm6x,4VAXW,1
4,QCD,gbrf6c899m,4VAXW,1
5,QCD,nfaevodnhd,4VAXW,1
5,QCD,cihht42tpv,4VAXW,1
4,QCD,w2q3jwvyht,4VAXW,1
1,QCD,demc786r7e,4VAXW,1
0,QCD,fq3vg2vavj,4VAXW,1
2,QCD,icdcckw3da,4VAXW,1
2,QCD,huby5nhum6,4VAXW,1
1,QCD,emz2x9c6v3,4VAXW,1
1,QCD,jv3sjrasa2,4VAXW,1
1,QCD,ckda4rplko,4VAXW,1
1,QCD,moqynzd9jm,4VAXW,1
5,QCD,fm2g9vr8gv,4VAXW,1
4,QCD,wqvzgwdffi,4VAXW,1
4,QCD,tht2xkdilc,4VAXW,1
5,QCD,7dqwgtqsmu,4VAXW,1
5,QCD,k9obr2vobq,4VAXW,1
4,QCD,myqnkmsii9,4VAXW,1
5,QCD,krpzrpbbda,4VAXW,1
5,QCD,jvsddymg2a,4VAXW,1
4,QCD,6bc8i9eszx,4VAXW,1
4,QCD,nflebpbk2h,4VAXW,1
4,QCD,fobgcgtcyi,4VAXW,1
4,QCD,a3ragpbqgt,4VAXW,1
5,QCD,vzkpa47uys,4VAXW,1
2,QCD,aduluzf47j,4VAXW,1
2,QCD,hzpa5fpixa,4VAXW,1
4,QCD,kop4umiqbv,4VAXW,1
5,QCD,87oubx5kva,4VAXW,1
6,QCD,f8ejypxdso,4VAXW,1
2,QCD,vztzwam2zn,4VAXW,1
0,QCD,iyelrcmkkx,4VAXW,1
5,QCD,2ryicdw6ei,4VAXW,1
2,QCD,we6nhmdtnf,4VAXW,1
2,QCD,dnfkcb36lh,4VAXW,1
0,QCD,pec68pbz3r,4VAXW,1
0,QCD,jtjej2ktqp,4VAXW,1
5,QCD,ravhjsefpr,4VAXW,1
5,QCD,4mh5ci84zi,4VAXW,1
1,QCD,xknwm5vtxw,4VAXW,1
0,QCD,szsbjjj5ye,4VAXW,1
5,QCD,jj373zrww7,4VAXW,1
2,QCD,pqvayqhasx,4VAXW,1
1,QCD,curgdxn6zz,4VAXW,1
2,QCD,irlkpsnt9g,4VAXW,1
1,QCD,c69i4jiza8,4VAXW,1
0,QCD,wi6scer9kw,4VAXW,1
2,QCD,5iosddmpqm,4VAXW,1
4,QCD,aslpq75bds,4VAXW,1
1,QCD,rrxr46apab,4VAXW,1
5,QCD,vcni6zjoch,4VAXW,1
2,QCD,glfhstmwlf,4VAXW,1
1,QCD,grysqf7gt2,4VAXW,1
1,QCD,mpmhrc64sz,4VAXW,1
5,QCD,3icg6hsexr,4VAXW,1
4,QCD,nhagxvklhk,4VAXW,1
5,QCD,kd85fq2mku,4VAXW,1
5,QCD,ngry6xtdvt,4VAXW,1
5,QCD,pymi9uqhmd,4VAXW,1
4,QCD,u2qmhidalg,4VAXW,1
3,QCD,nqfdnj9usx,4VAXW,1
1,QCD,5d3cb8ahyz,4VAXW,1
1,QCD,mj5hndcmjy,4VAXW,1
0,QCD,oxdz7juwfq,4VAXW,1
1,QCD,tjcd9uc4ea,4VAXW,1
0,QCD,9cmv6fzugz,4VAXW,1
4,QCD,adavx6pv6u,4VAXW,1
0,QCD,2qdq9pzbto,4VAXW,1
4,QCD,deuguvvwbf,4VAXW,1
4,QCD,rjkrrb3wuq,4VAXW,1
6,QCD,9cgxfxbjmf,4VAXW,1
0,QCD,ya9bsgm7g8,4VAXW,1
3,QCD,nsbnzrzluv,4VAXW,1
5,QCD,nkxuorhyzv,4VAXW,1
3,QCD,2pvrjwjtyo,4VAXW,1
0,QCD,bzzuuupxzq,4VAXW,1
2,QCD,raugldaida,4VAXW,1
3,QCD,63tmf3jlds,4VAXW,1
2,QCD,bbj562ujhy,4VAXW,1
2,QCD,nkyatbowjc,4VAXW,1
3,QCD,ffxq3hpdqa,4VAXW,1
3,QCD,ajrbhthbi9,4VAXW,1
5,QCD,iljbnvjkeg,4VAXW,1
5,QCD,egudszxskg,4VAXW,1
4,QCD,n9ldasjxyi,4VAXW,1
6,QCD,jebkwqapxr,4VAXW,1
4,QCD,uiwo2wwsvd,4VAXW,1
5,QCD,nbmcczbaoj,4VAXW,1
2,QCD,jtj6xws6by,4VAXW,1
6,QCD,naewab8una,4VAXW,1
4,QCD,kwyjdtfrw4,4VAXW,1
4,QCD,dnsc28fx5x,4VAXW,1
4,QCD,frpvxgwukw,4VAXW,1
4,QCD,js6wsbr56m,4VAXW,1
4,QCD,jgxh7uchxs,4VAXW,1
4,QCD,kv6oeypqdf,4VAXW,1
4,QCD,tm2kpfpspv,4VAXW,1
1,QCD,cxyyhlgnyp,4VAXW,1
5,QCD,grupruup6f,4VAXW,1
1,QCD,9x5mfnvwsm,4VAXW,1
5,QCD,nmh8yjlfux,4VAXW,1
2,QCD,cjw6brgnnb,4VAXW,1
2,QCD,tb3kw28zjn,4VAXW,1
0,QCD,tkhgxcthft,4VAXW,1
4,QCD,v5ewyd4dft,4VAXW,1
3,QCD,gsfx5byvrf,4VAXW,1
3,QCD,giqkrhjgap,4VAXW,1
3,QCD,buczbxdsn5,4VAXW,1
3,QCD,8w8dcn6prz,4VAXW,1
3,QCD,gscmtvvbdq,4VAXW,1
3,QCD,7szfoqwsx5,4VAXW,1
3,QCD,uz3zpzwct4,4VAXW,1
3,QCD,b5zdzzjwu5,4VAXW,1
4,QCD,wmnabhvyks,4VAXW,1
4,QCD,qvemrnkf3c,4VAXW,1
4,QCD,vkj5cv7clu,4VAXW,1
4,QCD,qxie4akmpn,4VAXW,1
4,QCD,2lrwgfesr9,4VAXW,1
4,QCD,cwxzhnfvbd,4VAXW,1
4,QCD,erjy8nwqeb,4VAXW,1
4,QCD,wmmlnxdtyc,4VAXW,1
4,QCD,d6isrglnfu,4VAXW,1
4,QCD,nozws5mdmf,4VAXW,1
5,QCD,fu8zwkumza,4VAXW,1
5,QCD,p2hgsl5eyz,4VAXW,1
4,QCD,hsvc8wreur,4VAXW,1
1,QCD,lyhhnzbyxb,4VAXW,1
4,QCD,gwpyuuz5n9,4VAXW,1
5,QCD,gyzxmfevaq,4VAXW,1
3,QCD,3vcvdzdutu,4VAXW,1
3,QCD,aktsfrm8f4,4VAXW,1
3,QCD,bdpep4v4uu,4VAXW,1
3,QCD,fttjmw7x4k,4VAXW,1
4,QCD,6tidgoh3bg,4VAXW,1
3,QCD,isdusmjode,4VAXW,1
4,QCD,3rmk9qcsdv,4VAXW,1
6,QCD,pachovythq,4VAXW,1
3,QCD,vev2q5gcds,4VAXW,1
0,QCD,bfksxz6ctm,4VAXW,1
0,QCD,3uhgw6no5p,4VAXW,1
3,QCD,wksemjpwer,4VAXW,1
1,QCD,emuwjdt7u2,4VAXW,1
0,QCD,rngcdquxmn,4VAXW,1
1,QCD,enwkhzbf9x,4VAXW,1
0,QCD,ndwnpezmur,4VAXW,1
3,QCD,wmuqbjoveb,4VAXW,1
1,QCD,yal4duzrzy,4VAXW,1
0,QCD,5tgxlmzblt,4VAXW,1
0,QCD,hg93af7okl,4VAXW,1
3,QCD,v2cjw6dni2,4VAXW,1
1,QCD,oddjjiirry,4VAXW,1
6,QCD,f85zumvk2m,4VAXW,1
1,QCD,rd3xfou9bl,4VAXW,1
3,QCD,xygdlqyrxa,4VAXW,1
3,QCD,zads7ticka,4VAXW,1
3,QCD,clfafvuj2y,4VAXW,1
0,QCD,bfgtj9yiey,4VAXW,1
0,QCD,cbowbrscwg,4VAXW,1
0,QCD,cgce9uvjea,4VAXW,1
3,QCD,pza5xjdt5q,4VAXW,1
0,QCD,c5cs9prhin,4VAXW,1
1,QCD,nunhvmtnm7,4VAXW,1
6,QCD,bxffdn3snm,4VAXW,1
5,QCD,iechpkwx9q,4VAXW,1
3,QCD,veqcyyetyb,4VAXW,1
4,QCD,gmyksu5fkx,4VAXW,1
4,QCD,nepf7kyyz9,4VAXW,1
2,QCD,pccvibvkuw,4VAXW,1
5,QCD,scynlgqssi,4VAXW,1
5,QCD,ajascpemxs,4VAXW,1
1,QCD,dmvz2bwn5g,4VAXW,1
4,QCD,ptyaas9gcs,4VAXW,1
2,QCD,kzpclvd4fp,4VAXW,1
5,QCD,dxjuw8jcle,4VAXW,1
1,QCD,a99bzseuau,4VAXW,1
4,QCD,ahbxuakshj,4VAXW,1
3,QCD,8k4gxz9sgd,4VAXW,1
0,QCD,txfnoamrfk,4VAXW,1
1,QCD,9qbr4k3hwj,4VAXW,1
4,QCD,ceyxvmqsfc,4VAXW,1
0,QCD,jq6efgbyvm,4VAXW,1
1,QCD,bhtndqnv7f,4VAXW,1
1,QCD,l6uk2kn8t4,4VAXW,1
6,QCD,qkummnwxgk,4VAXW,1
1,QCD,juq9egwdyr,4VAXW,1
3,QCD,r3ga4zyizr,4VAXW,1
3,QCD,anob8bpd7c,4VAXW,1
3,QCD,5r4u5takqs,4VAXW,1
1,QCD,fe9qg6gdb5,4VAXW,1
3,QCD,xqy7tzptxb,4VAXW,1
3,QCD,nyexyxgmim,4VAXW,1
5,QCD,aqijmmfflo,4VAXW,1
5,QCD,c9zkomkjrq,4VAXW,1
5,QCD,5gde6h6u4d,4VAXW,1
2,QCD,i2zwcrazrx,4VAXW,1
6,QCD,eqcbypaqko,4VAXW,1
3,QCD,dt3bpyk6ik,4VAXW,1
5,QCD,lztqylfeby,4VAXW,1
0,QCD,7r87mh9cvv,4VAXW,1
5,QCD,fxtl5hvjs7,4VAXW,1
3,QCD,jmdhyox9it,4VAXW,1
4,QCD,ngsxnrq2m8,4VAXW,1
2,QCD,2zja9e7nby,4VAXW,1
6,QCD,gasw9na5hc,4VAXW,1
4,QCD,jrecxgddy7,4VAXW,1
5,QCD,glr2svgz6g,4VAXW,1
4,QCD,n7vmwcwjng,4VAXW,1
2,QCD,f2qpybnjgg,4VAXW,1
4,QCD,h2aqawu5gt,4VAXW,1
2,QCD,e5bpbuef77,4VAXW,1
2,QCD,b94nbqzeqw,4VAXW,1
2,QCD,mmneo2v3qx,4VAXW,1
3,QCD,r6r6yjw4rj,4VAXW,1
4,QCD,mxhsnwpnuv,4VAXW,1
3,QCD,vt2vx2lprp,4VAXW,1
3,QCD,q2vxwpkw9j,4VAXW,1
3,QCD,gicpoxhypj,4VAXW,1
4,QCD,kjzcpd7epk,4VAXW,1
3,QCD,jfg3haagdj,4VAXW,1
4,QCD,jtknuku2rl,4VAXW,1
3,QCD,eanxq2ikcq,4VAXW,1
4,QCD,lknnyo49s7,4VAXW,1
3,QCD,gc9j2jrury,4VAXW,1
3,QCD,a9rhdroakt,4VAXW,1
3,QCD,fbmhggqatl,4VAXW,1
3,QCD,gqp6wafwsa,4VAXW,1
3,QCD,ndgzpmjqrg,4VAXW,1
3,QCD,arwwkhm3ty,4VAXW,1
3,QCD,jx6slzc5hv,4VAXW,1
3,QCD,dfbwrwgwer,4VAXW,1
4,QCD,h9ghydhkaf,4VAXW,1
2,QCD,kh8y6qygrk,4VAXW,1
4,QCD,zzdrew5ovp,4VAXW,1
4,QCD,ocfornszt9,4VAXW,1
6,QCD,lrx8qmrhzj,4VAXW,1
2,QCD,hjp3hcdg2y,4VAXW,1
4,QCD,fypb9j7fzu,4VAXW,1
5,QCD,hjsnddoqvw,4VAXW,1
5,QCD,gptdzli2dh,4VAXW,1
5,QCD,25tj6rzynn,4VAXW,1
0,QCD,voyngif79m,4VAXW,1
5,QCD,tcgguvjyew,4VAXW,1
5,QCD,7sbg4zvvdn,4VAXW,1
3,QCD,ashtqgdqsj,4VAXW,1
2,QCD,bulesac74p,4VAXW,1
3,QCD,zvf4ehs7yz,4VAXW,1
5,QCD,ww5psfhtwm,4VAXW,1
6,QCD,gket4ubruk,4VAXW,1
6,QCD,jfg3qxzw73,4VAXW,1
0,QCD,mnlv3bucvs,4VAXW,1
0,QCD,9vhdavyelv,4VAXW,1
5,QCD,zvjgd65azg,4VAXW,1
5,QCD,ts7tqdlfeq,4VAXW,1
3,QCD,vviqhi3yvt,4VAXW,1
4,QCD,ggnn87osnf,4VAXW,1
5,QCD,6xdyxgtgbd,4VAXW,1
5,QCD,ncmdnogtum,4VAXW,1
4,QCD,aqivzbuuyx,4VAXW,1
4,QCD,uu8mjo9wzc,4VAXW,1
4,QCD,uebti4ssys,4VAXW,1
3,QCD,mcvbshu2wb,4VAXW,1
3,QCD,fhazwksem5,4VAXW,1
4,QCD,gscsbwvnd4,4VAXW,1
3,QCD,eufyp2hyuv,4VAXW,1
3,QCD,6ltshlgon6,4VAXW,1
4,QCD,kxsymlunp7,4VAXW,1
2,QCD,edsexqdtuv,4VAXW,1
2,QCD,kbmyfbeph5,4VAXW,1
4,QCD,w4pkkbmqlc,4VAXW,1
0,QCD,rxapmpurmy,4VAXW,1
4,QCD,338fhpgfdh,4VAXW,1
4,QCD,vpltwzehby,4VAXW,1
5,QCD,nnq9yzeoj8,4VAXW,1
4,QCD,c84yxhdztd,4VAXW,1
4,QCD,avakxi5yth,4VAXW,1
4,QCD,hmffu8ervo,4VAXW,1
4,QCD,nwwwbphrb5,4VAXW,1
5,QCD,s7cfywphne,4VAXW,1
4,QCD,5xlargdwvz,4VAXW,1
4,QCD,ebjdwdmjvc,4VAXW,1
4,QCD,23ipz87u7m,4VAXW,1
4,QCD,zdxpabpkj9,4VAXW,1
4,QCD,sekunj78dm,4VAXW,1
5,QCD,tcxzyajmv7,4VAXW,1
4,QCD,bkd7ohbzpq,4VAXW,1
4,QCD,cpvw9cyjxb,4VAXW,1
5,QCD,buxm8ijb28,4VAXW,1
5,QCD,2qcsxjnuuk,4VAXW,1
5,QCD,pfhmefjh2i,4VAXW,1
5,QCD,jjbmuhggy5,4VAXW,1
1,QCD,i6hstj75cf,4VAXW,1
4,QCD,irsauy3y9q,4VAXW,1
6,QCD,kxgepg224r,4VAXW,1
5,QCD,9gkajmczcg,4VAXW,1
5,QCD,funjrvqazp,4VAXW,1
5,QCD,ajp9ujzgk2,4VAXW,1
6,QCD,d6wguxm7yg,4VAXW,1
1,QCD,hhi3hp8wyk,4VAXW,1
0,QCD,aduhr3sjnh,4VAXW,1
0,QCD,hmzw4ynwdo,4VAXW,1
0,QCD,udvpakrruc,4VAXW,1
5,QCD,ebbcj7qvvf,4VAXW,1
0,QCD,jfmtamtzrw,4VAXW,1
0,QCD,km3t3rhchq,4VAXW,1
0,QCD,kcjkgik6z6,4VAXW,1
0,QCD,z44unusshm,4VAXW,1
1,QCD,4ssd3ihxql,4VAXW,1
0,QCD,kfzpe6ikzj,4VAXW,1
0,QCD,zoclxrozu3,4VAXW,1
1,QCD,nfkbkjhhpu,4VAXW,1
1,QCD,wqsmxykisx,4VAXW,1
1,QCD,7yplwyqf49,4VAXW,1
1,QCD,jhuwgny2pp,4VAXW,1
1,QCD,6v6jwxsyqt,4VAXW,1
1,QCD,2xaxbymjuw,4VAXW,1
1,QCD,ay4jgasa7y,4VAXW,1
1,QCD,nngxx7xw8k,4VAXW,1
1,QCD,ebxacy7bde,4VAXW,1
1,QCD,odusjh9vxc,4VAXW,1
2,QCD,zwugnefsp7,4VAXW,1
2,QCD,a2jpm5ama8,4VAXW,1
5,QCD,hhuteo5zox,4VAXW,1
5,QCD,kucya6mfcp,4VAXW,1
0,QCD,mqwkkcqrfx,4VAXW,1
2,QCD,79zmsmsgmw,4VAXW,1
1,QCD,p2gozwkpv5,4VAXW,1
1,QCD,cbuwpevddt,4VAXW,1
1,QCD,hudadsi6rm,4VAXW,1
5,QCD,hujncugihd,4VAXW,1
5,QCD,c7wxks5vlx,4VAXW,1
5,QCD,zybh4mgazx,4VAXW,1
0,QCD,9u2xorwkeb,4VAXW,1
0,QCD,k3pxprn9uq,4VAXW,1
2,QCD,qnunx9s5jq,4VAXW,1
1,QCD,qui7rgobec,4VAXW,1
4,QCD,wznleopsur,4VAXW,1
3,QCD,lqhjqb6dm9,4VAXW,1
2,QCD,miahfztf9g,4VAXW,1
2,QCD,fnkznhrocg,4VAXW,1
2,QCD,3mnkow55rn,4VAXW,1
1,QCD,pepnhae7xn,4VAXW,1
3,QCD,afebhhwrf3,4VAXW,1
3,QCD,mzj5ypse3q,4VAXW,1
3,QCD,iigla2ka66,4VAXW,1
3,QCD,f8xy2yksjf,4VAXW,1
3,QCD,goctjaqxj5,4VAXW,1
3,QCD,676cujwjtp,4VAXW,1
5,QCD,e4k4rhrh8c,4VAXW,1
3,QCD,wpeqvh8yvt,4VAXW,1
1,QCD,7ftjarzr5i,4VAXW,1
6,QCD,uraqg899tp,4VAXW,1
2,QCD,cve3fjqswe,4VAXW,1
1,QCD,gqzk9syx8o,4VAXW,1
0,QCD,qumuywsguv,4VAXW,1
1,QCD,mfxwkfkdbp,4VAXW,1
4,QCD,mfpjqeyrps,4VAXW,1
0,QCD,4brggamy7i,4VAXW,1
0,QCD,wedxgfxpj3,4VAXW,1
6,QCD,a8kob9n6db,4VAXW,1
5,QCD,dswxqmoxzc,4VAXW,1
5,QCD,2p3uwnns2w,4VAXW,1
6,QCD,ffsxacmabe,4VAXW,1
5,QCD,cn4t5jk9gy,4VAXW,1
1,QCD,wsirdrg2gx,4VAXW,1
0,QCD,kqund6bshv,4VAXW,1
5,QCD,xz9ly2vkls,4VAXW,1
1,QCD,4wnlaj532u,4VAXW,1
1,QCD,z7lrjfyqad,4VAXW,1
1,QCD,kmmywgcqhv,4VAXW,1
4,QCD,vxikdps62t,4VAXW,1
5,QCD,mp93bpdepk,4VAXW,1
0,QCD,dsuzgdwvtl,4VAXW,1
0,QCD,aa2tgtwvkk,4VAXW,1
5,QCD,farwifwpxx,4VAXW,1
5,QCD,s6llhmekh7,4VAXW,1
4,QCD,rhdefsqmsl,4VAXW,1
3,QCD,jxqhfmozrm,4VAXW,1
3,QCD,kkpjeruqnv,4VAXW,1
4,QCD,jycjnsgzzf,4VAXW,1
6,QCD,4ppc4gsumq,4VAXW,1
6,QCD,hhyhzjbzrp,4VAXW,1
1,QCD,2poqgxn7s7,4VAXW,1
0,QCD,hxwann2rgg,4VAXW,1
0,QCD,xczlmwxtbu,4VAXW,1
5,QCD,eae8zfmmyk,4VAXW,1
1,QCD,fr95ujz88h,4VAXW,1
6,QCD,r3cmb5fc4f,4VAXW,1
1,QCD,daytqhyqbs,4VAXW,1
1,QCD,bfhg8ccb7m,4VAXW,1
1,QCD,bpm99peypa,4VAXW,1
1,QCD,k3rrjh98u9,4VAXW,1
1,QCD,bzg4rgej6n,4VAXW,1
1,QCD,ls8eacq8t2,4VAXW,1
5,QCD,vwzi8nuwic,4VAXW,1
6,QCD,e5go3d7ljh,4VAXW,1
1,QCD,zcyxsyoqxe,4VAXW,1
1,QCD,tpwucmzkpq,4VAXW,1
6,QCD,jx7hurgsqg,4VAXW,1
4,QCD,avalomjhcm,4VAXW,1
1,QCD,ekdot73eyt,4VAXW,1
5,QCD,kswbfvw7as,4VAXW,1
4,QCD,sveph3t9ms,4VAXW,1
5,QCD,qqhdde9423,4VAXW,1
4,QCD,bgpls9teza,4VAXW,1
4,QCD,ftlblrpsfp,4VAXW,1
6,QCD,buo3zs9edx,4VAXW,1
3,QCD,vjosg6iste,4VAXW,1
2,QCD,wpvkxh4zqs,4VAXW,1
0,QCD,tnruhepj5e,4VAXW,1
2,QCD,we8szkcyyo,4VAXW,1
1,QCD,acrdj3nv62,4VAXW,1
1,QCD,hnhrny3ktp,4VAXW,1
0,QCD,ay4cvderv5,4VAXW,1
0,QCD,fcepg7wrgs,4VAXW,1
1,QCD,7uoebsxdqe,4VAXW,1
1,QCD,i6xcy6hfbo,4VAXW,1
1,QCD,a89kamnomb,4VAXW,1
2,QCD,d2kks58lqq,4VAXW,1
2,QCD,papbquften,4VAXW,1
4,QCD,yxfvnaycme,4VAXW,1
0,QCD,hoptxmigyz,4VAXW,1
0,QCD,cug8hmcbcu,4VAXW,1
0,QCD,mm2gxnu8y3,4VAXW,1
0,QCD,3rth75qmhp,4VAXW,1
0,QCD,e3jo2ecwot,4VAXW,1
0,QCD,u9dz6xhtvg,4VAXW,1
2,QCD,debu3oqvqs,4VAXW,1
5,QCD,5yed2fmpka,4VAXW,1
0,QCD,vpes4hn9mp,4VAXW,1
0,QCD,f5hxfpozgb,4VAXW,1
0,QCD,kassy5bznv,4VAXW,1
5,QCD,ehpg5fpbit,4VAXW,1
6,QCD,zqsv8ua8cl,4VAXW,1
1,QCD,6xtu3t9kh2,4VAXW,1
6,QCD,jhwnszvubp,4VAXW,1
0,QCD,kbpbfzpm49,4VAXW,1
0,QCD,ffuq5vk5c7,4VAXW,1
0,QCD,tzuko7m3ed,4VAXW,1
0,QCD,8uk4bgwhio,4VAXW,1
1,QCD,dztfckgxqr,4VAXW,1
2,QCD,dtuqpsxr6j,4VAXW,1
5,QCD,gezb5ztlgn,4VAXW,1
1,QCD,dhegkvn4dh,4VAXW,1
1,QCD,7gtbnxhntj,4VAXW,1
5,QCD,g2c2ucjdmn,4VAXW,1
4,QCD,nyqhfvi6ne,4VAXW,1
5,QCD,cyk32niarn,4VAXW,1
0,QCD,azt6s9susw,4VAXW,1
5,QCD,uzeecmdcok,4VAXW,1
5,QCD,exrdni4bda,4VAXW,1
5,QCD,noi7sdkwib,4VAXW,1
5,QCD,xtmhhgoj2y,4VAXW,1
5,QCD,ryic73yxt5,4VAXW,1
2,QCD,gbqxdyrd4y,4VAXW,1
6,QCD,6hngoeqnso,4VAXW,1
6,QCD,nd552m7by7,4VAXW,1
6,QCD,nfdpt9ghyn,4VAXW,1
6,QCD,yvuve2rfrp,4VAXW,1
5,QCD,kqeimgccft,4VAXW,1
6,QCD,qboe4vvwgj,4VAXW,1
5,QCD,rxecbxwznh,4VAXW,1
5,QCD,mfuxazmpgg,4VAXW,1
2,QCD,6c39tmwmwe,4VAXW,1
1,QCD,ur55bshc4f,4VAXW,1
2,QCD,fs8ghgeku5,4VAXW,1
2,QCD,g2yqzaupmw,4VAXW,1
2,QCD,5skbhmxyb6,4VAXW,1
6,QCD,jddgknh6yb,4VAXW,1
2,QCD,a2kzyv4iwe,4VAXW,1
0,QCD,9dx2rltql3,4VAXW,1
0,QCD,3fbbbt9cnw,4VAXW,1
1,QCD,gmvlhdhqku,4VAXW,1
6,QCD,rzcoupuqjr,4VAXW,1
5,QCD,gubgqbxkgr,4VAXW,1
1,QCD,qfu9sfjivn,4VAXW,1
4,QCD,6dyea7bdag,4VAXW,1
4,QCD,3ikypfjzbk,4VAXW,1
4,QCD,897jbzsbgt,4VAXW,1
4,QCD,rxdnhmi5v9,4VAXW,1
4,QCD,ptgrr37zmj,4VAXW,1
4,QCD,erurrsv9tt,4VAXW,1
4,QCD,nfsr9hslcq,4VAXW,1
4,QCD,t345ahapzq,4VAXW,1
5,QCD,47g84a38ie,4VAXW,1
4,QCD,hpqrybeeqj,4VAXW,1
5,QCD,5ydboc83q4,4VAXW,1
5,QCD,zgupathsgk,4VAXW,1
5,QCD,kqtrqyfmhc,4VAXW,1
5,QCD,gmrf9rvgr3,4VAXW,1
5,QCD,w4tkjyjheh,4VAXW,1
5,QCD,fdqvaxf8f2,4VAXW,1
5,QCD,cnwfim5gio,4VAXW,1
5,QCD,gfvqbggxhv,4VAXW,1
4,QCD,qeyjgfi4ba,4VAXW,1
4,QCD,bd8x6zyhep,4VAXW,1
4,QCD,fwkdbvugtw,4VAXW,1
5,QCD,xxdodnrtnx,4VAXW,1
5,QCD,h9zvjn2mzy,4VAXW,1
4,QCD,anpmkxf3yf,4VAXW,1
4,QCD,awgfjymy7v,4VAXW,1
4,QCD,qfdcussaxg,4VAXW,1
3,QCD,rdpmjguswa,4VAXW,1
3,QCD,pbtj5ehumc,4VAXW,1
4,QCD,bf5a4xdsr9,4VAXW,1
4,QCD,edye5vxyoy,4VAXW,1
3,QCD,jwvanowalm,4VAXW,1
3,QCD,m42d4ygnp7,4VAXW,1
3,QCD,65647fcxwe,4VAXW,1
3,QCD,adcljyqpnc,4VAXW,1
3,QCD,h55kjstprj,4VAXW,1
2,QCD,8smsqikv4j,4VAXW,1
2,QCD,fhpi6kxvwu,4VAXW,1
2,QCD,nopowkujze,4VAXW,1
3,QCD,vyeqnr4gyr,4VAXW,1
3,QCD,foekbjsdxy,4VAXW,1
6,QCD,anbuepnqjr,4VAXW,1
3,QCD,gqktpnkqeg,4VAXW,1
4,QCD,8rgx3gzp5y,4VAXW,1
4,QCD,prucwapdoc,4VAXW,1
4,QCD,72gggruv4d,4VAXW,1
4,QCD,ftlsjnfqqk,4VAXW,1
4,QCD,9q3bnc6gss,4VAXW,1
4,QCD,ztoupozdnv,4VAXW,1
4,QCD,rmzpzxb3vd,4VAXW,1
3,QCD,aa9mzrucg2,4VAXW,1
2,QCD,qrvb8hj7bh,4VAXW,1
0,QCD,bstr9yxjai,4VAXW,1
2,QCD,ejd83qretd,4VAXW,1
